State Abbreviation,State,Gender,Age,Education Code,Education Level,Degree Field,Occupation Code,Occupation,Annual Income,Employment,Location Quotient,Jobs per 1000,Hourly Mean,Annual Mean Wage
MD,Maryland,Female,42,114,Master's degree,3600,192099,"Physical Scientists, All Other",153861,2190.0,5.95,0.816,64.09,133310.0
MD,Maryland,Male,59,116,Doctoral degree,3700,151252,Software Developers,217702,30700.0,1.05,11.465,72.47,150740.0
MD,Maryland,Female,39,101,Bachelor's degree,6204,113061,Purchasing Managers,327242,2300.0,1.68,0.859,70.25,146110.0
MD,Maryland,Male,47,101,Bachelor's degree,6203,151244,Network And Computer Systems Administrators,128600,8040.0,1.41,3.002,55.91,116300.0
MD,Maryland,Male,37,114,Master's degree,2102,151252,Software Developers,161669,30700.0,1.05,11.465,72.47,150740.0
MD,Maryland,Male,41,114,Master's degree,2414,119041,Architectural And Engineering Managers,137924,4980.0,1.36,1.859,78.18,162610.0
MD,Maryland,Male,59,114,Master's degree,2102,131082,Project Management Specialists,183600,32230.0,1.93,12.038,50.81,105680.0
MD,Maryland,Female,62,114,Master's degree,5402,151252,Software Developers,191752,30700.0,1.05,11.465,72.47,150740.0
MD,Maryland,Male,36,101,Bachelor's degree,2102,151221,Computer And Information Research Scientists,149268,2310.0,3.72,0.862,68.54,142570.0
MD,Maryland,Female,50,101,Bachelor's degree,1401,151299,"Computer Occupations, All Other",136638,21560.0,2.8,8.052,64.72,134610.0
MD,Maryland,Male,29,101,Bachelor's degree,2102,151252,Software Developers,118266,30700.0,1.05,11.465,72.47,150740.0
MD,Maryland,Male,35,114,Master's degree,5506,192099,"Physical Scientists, All Other",196345,2190.0,5.95,0.816,64.09,133310.0
MD,Maryland,Female,41,114,Master's degree,6203,113031,Financial Managers,124007,16140.0,1.16,6.028,78.36,162980.0
MD,Maryland,Female,69,116,Doctoral degree,6105,119111,Medical And Health Services Managers,124352,14770.0,1.63,5.517,72.4,150590.0
MD,Maryland,Female,37,101,Bachelor's degree,2105,151252,Software Developers,111377,30700.0,1.05,11.465,72.47,150740.0
MD,Maryland,Male,52,114,Master's degree,5000,111021,General And Operations Managers,231710,90520.0,1.46,33.81,60.77,126410.0
MD,Maryland,Male,51,114,Master's degree,2102,113021,Computer And Information Systems Managers,186046,13570.0,1.3,5.068,81.85,170240.0
MD,Maryland,Male,38,101,Bachelor's degree,6206,113021,Computer And Information Systems Managers,137786,13570.0,1.3,5.068,81.85,170240.0
MD,Maryland,Female,42,101,Bachelor's degree,6100,131111,Management Analysts,136638,21070.0,1.43,7.87,56.42,117360.0
MD,Maryland,Male,40,101,Bachelor's degree,6201,132051,Financial And Investment Analysts,146972,3810.0,0.67,1.425,52.72,109650.0
MD,Maryland,Female,35,114,Master's degree,6100,119111,Medical And Health Services Managers,114822,14770.0,1.63,5.517,72.4,150590.0
MD,Maryland,Female,43,101,Bachelor's degree,3302,333021,Detectives And Criminal Investigators,138934,980.0,0.52,0.365,57.65,119900.0
MD,Maryland,Female,45,101,Bachelor's degree,3600,113021,Computer And Information Systems Managers,103340,13570.0,1.3,5.068,81.85,170240.0
MD,Maryland,Male,28,114,Master's degree,5003,151252,Software Developers,109081,30700.0,1.05,11.465,72.47,150740.0
MD,Maryland,Female,29,101,Bachelor's degree,1904,151212,Information Security Analysts,105636,7890.0,2.55,2.947,66.44,138180.0
MD,Maryland,Male,35,114,Master's degree,6207,132051,Financial And Investment Analysts,242274,3810.0,0.67,1.425,52.72,109650.0
MD,Maryland,Male,30,114,Master's degree,6000,172061,Computer Hardware Engineers,143527,2510.0,1.72,0.937,67.88,141200.0
MD,Maryland,Male,57,101,Bachelor's degree,3401,131082,Project Management Specialists,267649,32230.0,1.93,12.038,50.81,105680.0
MD,Maryland,Male,42,114,Master's degree,2601,151252,Software Developers,124237,30700.0,1.05,11.465,72.47,150740.0
MD,Maryland,Male,42,101,Bachelor's degree,2100,113021,Computer And Information Systems Managers,112525,13570.0,1.3,5.068,81.85,170240.0
MD,Maryland,Male,65,114,Master's degree,2502,151252,Software Developers,148809,30700.0,1.05,11.465,72.47,150740.0
MD,Maryland,Female,54,116,Doctoral degree,6109,291041,Optometrists,114822,750.0,1.03,0.282,80.18,166770.0
MD,Maryland,Female,33,114,Master's degree,6002,151252,Software Developers,102065,30700.0,1.05,11.465,72.47,150740.0
MD,Maryland,Male,46,114,Master's degree,5501,151252,Software Developers,161669,30700.0,1.05,11.465,72.47,150740.0
MD,Maryland,Female,56,101,Bachelor's degree,1901,113061,Purchasing Managers,344672,2300.0,1.68,0.859,70.25,146110.0
MD,Maryland,Male,27,114,Master's degree,5301,172051,Civil Engineers,101043,4840.0,0.84,1.807,48.1,100040.0
MD,Maryland,Male,36,101,Bachelor's degree,2100,151244,Network And Computer Systems Administrators,103340,8040.0,1.41,3.002,55.91,116300.0
MD,Maryland,Female,57,114,Master's degree,2307,119111,Medical And Health Services Managers,156158,14770.0,1.63,5.517,72.4,150590.0
MD,Maryland,Male,35,114,Master's degree,6200,193011,Economists,168788,900.0,3.12,0.337,65.56,136370.0
MD,Maryland,Male,44,101,Bachelor's degree,3600,172081,Environmental Engineers,137786,540.0,0.76,0.2,50.59,105230.0
MD,Maryland,Male,50,114,Master's degree,6207,119021,Construction Managers,202086,5780.0,1.0,2.16,58.72,122140.0
MD,Maryland,Male,68,101,Bachelor's degree,6203,171011,"Architects, Except Landscape And Naval",122859,2200.0,1.12,0.82,48.59,101060.0
MD,Maryland,Female,46,114,Master's degree,6206,112021,Marketing Managers,143527,6060.0,0.93,2.262,74.34,154620.0
MD,Maryland,Female,34,114,Master's degree,5301,113021,Computer And Information Systems Managers,183255,13570.0,1.3,5.068,81.85,170240.0
MD,Maryland,Female,47,101,Bachelor's degree,6203,131111,Management Analysts,110229,21070.0,1.43,7.87,56.42,117360.0
MD,Maryland,Male,58,101,Bachelor's degree,5301,151252,Software Developers,253756,30700.0,1.05,11.465,72.47,150740.0
MD,Maryland,Female,45,114,Master's degree,2105,113021,Computer And Information Systems Managers,184863,13570.0,1.3,5.068,81.85,170240.0
MD,Maryland,Male,37,114,Master's degree,5507,131111,Management Analysts,132577,21070.0,1.43,7.87,56.42,117360.0
MD,Maryland,Male,27,101,Bachelor's degree,2102,151221,Computer And Information Research Scientists,112068,2310.0,3.72,0.862,68.54,142570.0
MD,Maryland,Male,46,101,Bachelor's degree,5301,333021,Detectives And Criminal Investigators,135977,980.0,0.52,0.365,57.65,119900.0
MD,Maryland,Female,36,114,Master's degree,6107,119111,Medical And Health Services Managers,158640,14770.0,1.63,5.517,72.4,150590.0
MD,Maryland,Female,50,115,Professional degree,3601,119111,Medical And Health Services Managers,254957,14770.0,1.63,5.517,72.4,150590.0
MD,Maryland,Female,49,101,Bachelor's degree,2400,113021,Computer And Information Systems Managers,283285,13570.0,1.3,5.068,81.85,170240.0
MD,Maryland,Female,41,114,Master's degree,5507,151211,Computer Systems Analysts,158640,13800.0,1.57,5.153,56.95,118460.0
MD,Maryland,Male,36,114,Master's degree,5501,152031,Operations Research Analysts,130311,3730.0,1.79,1.391,54.06,112450.0
MD,Maryland,Female,31,114,Master's degree,5401,151212,Information Security Analysts,108782,7890.0,2.55,2.947,66.44,138180.0
MD,Maryland,Male,35,101,Bachelor's degree,2102,151299,"Computer Occupations, All Other",113881,21560.0,2.8,8.052,64.72,134610.0
MD,Maryland,Male,65,114,Master's degree,2406,172051,Civil Engineers,119773,4840.0,0.84,1.807,48.1,100040.0
MD,Maryland,Male,30,101,Bachelor's degree,5003,151211,Computer Systems Analysts,100850,13800.0,1.57,5.153,56.95,118460.0
MD,Maryland,Female,62,101,Bachelor's degree,6107,119111,Medical And Health Services Managers,101983,14770.0,1.63,5.517,72.4,150590.0
MD,Maryland,Male,41,101,Bachelor's degree,3700,151252,Software Developers,169971,30700.0,1.05,11.465,72.47,150740.0
MD,Maryland,Male,37,115,Professional degree,2401,131111,Management Analysts,181303,21070.0,1.43,7.87,56.42,117360.0
MD,Maryland,Female,36,101,Bachelor's degree,6201,151212,Information Security Analysts,154379,7890.0,2.55,2.947,66.44,138180.0
MD,Maryland,Male,24,101,Bachelor's degree,2102,151252,Software Developers,101983,30700.0,1.05,11.465,72.47,150740.0
MD,Maryland,Female,40,101,Bachelor's degree,2102,151252,Software Developers,162719,30700.0,1.05,11.465,72.47,150740.0
MD,Maryland,Female,58,101,Bachelor's degree,6203,131111,Management Analysts,107648,21070.0,1.43,7.87,56.42,117360.0
MD,Maryland,Male,44,101,Bachelor's degree,3301,151252,Software Developers,147308,30700.0,1.05,11.465,72.47,150740.0
MD,Maryland,Female,34,114,Master's degree,5200,151211,Computer Systems Analysts,116713,13800.0,1.57,5.153,56.95,118460.0
MD,Maryland,Male,27,101,Bachelor's degree,2414,172141,Mechanical Engineers,113314,5600.0,1.13,2.093,54.37,113090.0
MD,Maryland,Male,35,101,Bachelor's degree,6203,119111,Medical And Health Services Managers,135977,14770.0,1.63,5.517,72.4,150590.0
MD,Maryland,Female,45,115,Professional degree,3608,291051,Pharmacists,190368,5880.0,1.01,2.196,63.72,132530.0
MD,Maryland,Male,28,114,Master's degree,3301,131082,Project Management Specialists,101983,32230.0,1.93,12.038,50.81,105680.0
MD,Maryland,Female,30,101,Bachelor's degree,6205,132031,Budget Analysts,104249,2440.0,2.93,0.912,51.02,106130.0
MD,Maryland,Female,46,114,Master's degree,5200,151212,Information Security Analysts,120793,7890.0,2.55,2.947,66.44,138180.0
MD,Maryland,Male,42,101,Bachelor's degree,6210,112022,Sales Managers,367138,9230.0,0.91,3.449,68.3,142070.0
MD,Maryland,Female,59,114,Master's degree,2414,119161,Emergency Management Directors,152974,110.0,0.54,0.042,56.45,117420.0
MD,Maryland,Male,47,114,Master's degree,5505,151212,Information Security Analysts,130311,7890.0,2.55,2.947,66.44,138180.0
MD,Maryland,Female,30,101,Bachelor's degree,6107,119111,Medical And Health Services Managers,113314,14770.0,1.63,5.517,72.4,150590.0
MD,Maryland,Male,30,114,Master's degree,6203,131111,Management Analysts,104249,21070.0,1.43,7.87,56.42,117360.0
MD,Maryland,Male,49,114,Master's degree,6200,152031,Operations Research Analysts,165665,3730.0,1.79,1.391,54.06,112450.0
MD,Maryland,Female,45,114,Master's degree,6200,131199,"Business Operations Specialists, All Other",113314,42100.0,2.16,15.723,49.32,102580.0
MD,Maryland,Male,50,101,Bachelor's degree,6203,151211,Computer Systems Analysts,217110,13800.0,1.57,5.153,56.95,118460.0
MD,Maryland,Female,48,101,Bachelor's degree,3700,131111,Management Analysts,137110,21070.0,1.43,7.87,56.42,117360.0
MD,Maryland,Male,61,114,Master's degree,2602,151212,Information Security Analysts,192634,7890.0,2.55,2.947,66.44,138180.0
MD,Maryland,Male,23,114,Master's degree,2102,151252,Software Developers,111048,30700.0,1.05,11.465,72.47,150740.0
MD,Maryland,Male,41,114,Master's degree,6200,132031,Budget Analysts,118980,2440.0,2.93,0.912,51.02,106130.0
MD,Maryland,Female,68,114,Master's degree,5506,152031,Operations Research Analysts,151614,3730.0,1.79,1.391,54.06,112450.0
MD,Maryland,Male,66,114,Master's degree,2408,131111,Management Analysts,107059,21070.0,1.43,7.87,56.42,117360.0
MD,Maryland,Female,35,101,Bachelor's degree,5506,131111,Management Analysts,101983,21070.0,1.43,7.87,56.42,117360.0
MD,Maryland,Male,35,114,Master's degree,2105,113021,Computer And Information Systems Managers,179557,13570.0,1.3,5.068,81.85,170240.0
MD,Maryland,Female,36,114,Master's degree,6199,192099,"Physical Scientists, All Other",113314,2190.0,5.95,0.816,64.09,133310.0
MD,Maryland,Male,39,101,Bachelor's degree,5003,119021,Construction Managers,103116,5780.0,1.0,2.16,58.72,122140.0
MD,Maryland,Male,49,101,Bachelor's degree,5501,151252,Software Developers,181303,30700.0,1.05,11.465,72.47,150740.0
MD,Maryland,Male,25,101,Bachelor's degree,6207,151251,Computer Programmers,132011,2980.0,1.41,1.115,52.65,109520.0
MD,Maryland,Female,34,101,Bachelor's degree,6207,113031,Financial Managers,104249,16140.0,1.16,6.028,78.36,162980.0
MD,Maryland,Female,49,101,Bachelor's degree,6203,113031,Financial Managers,247025,16140.0,1.16,6.028,78.36,162980.0
MD,Maryland,Male,25,101,Bachelor's degree,6107,172141,Mechanical Engineers,113314,5600.0,1.13,2.093,54.37,113090.0
MD,Maryland,Female,30,101,Bachelor's degree,5200,131082,Project Management Specialists,124645,32230.0,1.93,12.038,50.81,105680.0
